OBJECTID,Location,Year,Count,Annual mean NO2 concentration μg/m3,Original Site ID,Site type,Historical annual data,Current,Year option,Site ID,x,y
1093,Parson Street Bedminster Down Road,2016,11,68.4,242,single,"2010: 80.3, 2011: 75.5, 2012: 73.9, 2013: 75.1, 2014: 56.2, 2015: 61.7, 2016: 68.4, 2017: 56, 2018: 51.1, 2019: 41, 2020: 32.2, 2021: 34.5, 2022: 36.6, 2023: 29.8",Yes,2016,242,-290832.307999998,6697890.9376
1094,Galleries,2016,12,52.8,12,single,"2010: 58.2, 2011: 55.2, 2012: 50.8, 2013: 56.7, 2014: 51.3, 2015: 52.5, 2016: 52.8, 2017: 56.6, 2018: 57.5, 2019: 51.8, 2020: 41.9, 2021: 46.5, 2022: 50.2, 2023: 60.2",Yes,2016,12,-288255.149099998,6702424.7849
1095,Three Lamps,2016,11,55.2,4,single,"2010: 62.3, 2011: 59.8, 2012: 58.4, 2013: 60.6, 2014: 55.8, 2015: 53.3, 2016: 55.2, 2017: 52.7, 2018: 53.5, 2019: 41, 2020: 36.8, 2021: 38.9, 2022: 38.4, 2023: 29.3",Yes,2016,4,-287018.791299999,6700248.6473
1096,Higham Street,2016,11,26.3,8,single,"2010: 29.8, 2011: 25.7, 2012: 25.6, 2013: 26.8, 2014: 22.6, 2015: 22.5, 2016: 26.3, 2017: 21.9",No,2016,8,-287126.773699999,6700332.9013
1097,Bath Road,2016,12,54.5,10,single,"2010: 68.2, 2011: 62.3, 2012: 58.4, 2013: 61.5, 2014: 50.1, 2015: 49.3, 2016: 54.5, 2017: 51.6, 2018: 51.5, 2019: 42.2, 2020: 33.6, 2021: 36.8, 2022: 35.9, 2023: 30.7",Yes,2016,10,-284909.002900001,6699589.0257
1098,Whitehall Rd/Easton Rd lamppost 4TZ,2016,12,42.6,405,single,"2010: 57.8, 2011: 58, 2012: 53.1, 2013: 55, 2014: 51.1, 2015: 53.1, 2016: 42.6, 2017: 50.4, 2018: 56.2, 2019: 48.5, 2020: 38.7, 2021: 40.4, 2022: 38, 2023: 33.5",Yes,2016,405,-285203.250999998,6703303.54
1099,Millpond School play area,2016,12,30.8,462,single,"2010: 35.8, 2011: 32.6, 2012: 31.7, 2013: 32.9, 2014: 29.2, 2015: 30.4, 2016: 30.8, 2017: 34.6",No,2016,462,-286278.3464,6704320.2538
1100,20 Ashley Road,2016,11,43.2,497,single,"2014: 49.3, 2015: 41.8, 2016: 43.2, 2017: 42.4, 2018: 38, 2019: 29.1, 2020: 24.6, 2021: 27.1, 2022: 24.7, 2023: 24.8",Yes,2016,497,-288065.119600002,6703905.9727
1101,385 Church Road Redfield,2016,12,41.1,496,single,"2014: 42, 2015: 39.3, 2016: 41.1, 2017: 41.1, 2018: 39.2, 2019: 33, 2020: 25, 2021: 25.9, 2022: 26.7, 2023: 22.9",Yes,2016,496,-283206.8928,6703120.9848
1102,Anchor Road,2016,12,56.9,147,single,"2010: 65.6, 2011: 66.4, 2012: 60.6, 2013: 60.2, 2014: 57, 2015: 60.1, 2016: 56.9, 2017: 61.5, 2018: 56.6, 2019: 50.9, 2020: 39.4, 2021: 43.3, 2022: 45.5, 2023: 39.5",Yes,2016,147,-289254.463399999,6701581.3445
1103,Jacobs Wells road opp Clifton hill,2016,12,41.2,156,single,"2010: 56.1, 2011: 49.1, 2012: 45.8, 2013: 44.2, 2014: 38, 2015: 38.9, 2016: 41.2, 2017: 39.3, 2018: 36.2, 2019: 30.5, 2020: 20.7, 2021: 24.9, 2022: 25.9, 2023: 19.1",Yes,2016,156,-290548.391399998,6702095.8867
1104,Lamppost   16 Ashley Road St. Pauls,2016,12,55.7,295,single,"2010: 58.8, 2011: 60.7, 2012: 57.8, 2013: 57.2, 2014: 58.6, 2015: 63.3, 2016: 55.7, 2017: 65.1, 2018: 59.6, 2019: 48.1, 2020: 37.2, 2021: 44.5, 2022: 41, 2023: 34",Yes,2016,295,-287033.8891,6704208.2574
1105,On green fence surrounding Western Power substation (?) adjacent to No.1 Dorian Road,2016,10,25.8,495,single,"2015: 21.7, 2016: 25.8, 2017: 24.8",No,2016,495,-287970.146200001,6709062.4807
1106,Merchants Road Hotwells,2016,12,51.8,254,single,"2010: 47.1, 2011: 55.6, 2012: 55.3, 2013: 53.2, 2014: 51.5, 2015: 54.4, 2016: 51.8, 2017: 52.2, 2018: 49.4, 2019: 40.5, 2020: 31.1, 2021: 34.6, 2022: 33, 2023: 24.7",Yes,2016,254,-291487.226599999,6701141.8826
1107,Gatton Road,2016,12,33.6,263,single,"2010: 43.1, 2011: 38.5, 2012: 35.7, 2013: 35, 2014: 33.9, 2015: 33.6, 2016: 33.6, 2017: 33.5",No,2016,263,-286346.802499998,6704467.5437
1108,Lamppost corner park avenue,2016,12,39.2,469,single,"2010: 46.2, 2011: 40.4, 2012: 39.4, 2013: 38.5, 2014: 35.8, 2015: 35.3, 2016: 39.2, 2017: 34.6, 2018: 36.2, 2019: 27.4, 2020: 23.4",No,2016,469,-287688.546599999,6699061.4821
1109,facade BRI children's,2016,12,43.5,423,single,"2010: 53, 2011: 53.2, 2012: 50.9, 2013: 46.3, 2014: 41.8, 2015: 44.4, 2016: 43.5, 2017: 45, 2018: 42.3, 2019: 35.2, 2020: 27.3, 2021: 29.5, 2022: 29.1, 2023: 22.2",Yes,2016,423,-289088.9267,6702699.1308
1110,facade villiers road stapleton road junction,2016,11,52.1,429,single,"2010: 60.3, 2011: 57.8, 2012: 57.3, 2013: 60.6, 2014: 54.7, 2015: 50.4, 2016: 52.1, 2017: 47.8, 2018: 46.8, 2019: 41.2, 2020: 38.8, 2021: 36.4, 2022: 35.5, 2023: 38",Yes,2016,429,-286116.158599999,6703865.2085
1111,Avonmouth Rd No 31 on facia,2016,12,31.8,398,single,"2010: 40.1, 2011: 34.9, 2012: 31.8, 2013: 34, 2014: 31.9, 2015: 30.1, 2016: 31.8, 2017: 31.2",No,2016,398,-298961.9342,6709542.1899
1112,St John's Lane No 26 lamppost 15 (just past roundabout),2016,12,43.4,417,single,"2010: 51.3, 2011: 45.6, 2012: 44.1, 2013: 42.1, 2014: 40.8, 2015: 43.6, 2016: 43.4, 2017: 35.2, 2018: 36, 2019: 31, 2020: 26.3, 2021: 27.9, 2022: 27, 2023: 22.7",Yes,2016,417,-287442.494800001,6699543.5428
1113,cycle sign lamppost,2016,12,30.3,479,single,"2010: 34.8, 2011: 32.6, 2012: 33.4, 2013: 33, 2014: 32.2, 2015: 31.5, 2016: 30.3, 2017: 30.1",No,2016,479,-283776.019200001,6698012.7976
1114,Junction 3 Easton Way,2016,11,42.5,488,single,"2013: 49.8, 2014: 40.1, 2015: 42.7, 2016: 42.5, 2017: 39.8",No,2016,488,-286565.666200001,6704173.3932
1115,Barracks's Lane - Telegraph Pole No 6. End of Lane Left Hand Side,2016,11,41.7,486,single,"2012: 41.5, 2013: 38.2, 2014: 36.6, 2015: 40.8, 2016: 41.7, 2017: 39.2",No,2016,486,-298508.956,6709803.6794
1116,North St/Langton Park T junction,2016,10,39.4,422,single,"2010: 43.4, 2011: 41.2, 2012: 39.8, 2013: 39, 2014: 34.1, 2015: 35, 2016: 39.4, 2017: 36.5, 2018: 34.1, 2019: 27.4, 2020: 23.4",No,2016,422,-289793.435199998,6699704.2821
1117,Wells Rd bus lane sign just below junction with Knowle Rd,2016,12,40,413,single,"2010: 52.2, 2011: 47.1, 2012: 41.4, 2013: 43.7, 2014: 38.4, 2015: 39.3, 2016: 40, 2017: 38.7, 2018: 37.6, 2019: 31.2, 2020: 25.5, 2021: 27.4, 2022: 27.2, 2023: 23.5",Yes,2016,413,-286790.2399,6699701.2646
1118,Whitehall Rd lamppost 17 nr juction with Chalks Rd,2016,12,36.2,406,single,"2010: 48.1, 2011: 37.5, 2012: 36.5, 2013: 36.5, 2014: 34.9, 2015: 35.4, 2016: 36.2, 2017: 38.9, 2018: 38.5, 2019: 31, 2020: 26.6, 2021: 29.3, 2022: 29.6, 2023: 24.2",Yes,2016,406,-284362.788199998,6703411.148
1119,Lamppost     Glenfrome Road \ Muller Road Horfield,2016,10,37.4,307,single,"2010: 46.6, 2011: 41.5, 2012: 39.5, 2013: 39.8, 2014: 38.4, 2015: 36.6, 2016: 37.4, 2017: 32.6, 2018: 37.3, 2019: 30.7, 2020: 24.6, 2021: 27.5, 2022: 26.8, 2023: 24.5",Yes,2016,307,-285709.989399999,6705846.3914
1120,Strathmore Road,2016,12,39.7,163,single,"2010: 44.8, 2011: 38.3, 2012: 38.8, 2013: 43, 2014: 39.1, 2015: 37, 2016: 39.7, 2017: 38, 2018: 36.6, 2019: 30.8, 2020: 24.5, 2021: 27.4, 2022: 27.2, 2023: 27.2",Yes,2016,163,-287828.855099998,6707832.24009999
1121,Cromwell Road,2016,12,44.8,159,single,"2010: 53.6, 2011: 48.9, 2012: 49.7, 2013: 49, 2014: 44.5, 2015: 44.1, 2016: 44.8, 2017: 42, 2018: 43.3, 2019: 35.8, 2020: 28.5, 2021: 31.9, 2022: 32.1, 2023: 28.9",Yes,2016,159,-288675.4309,6704665.8638
1122,Whitefriars,2016,10,51.7,11,single,"2010: 60.8, 2011: 56.1, 2012: 53.2, 2013: 56.3, 2014: 48.8, 2015: 51.4, 2016: 51.7, 2017: 49.2, 2018: 48.1, 2019: 41.1, 2020: 31.1, 2021: 35, 2022: 35.3, 2023: 29.6",Yes,2016,11,-288783.9428,6702630.9371
1123,B.R.I.,2016,12,48.8,9,single,"2010: 65.4, 2011: 58, 2012: 52, 2013: 54, 2014: 49.3, 2015: 48, 2016: 48.8, 2017: 46.5, 2018: 44.7, 2019: 37.8, 2020: 31.7, 2021: 39.3, 2022: 36, 2023: 27.8",Yes,2016,9,-288920.5691,6702882.042
1124,Blackboy Hill,2016,12,37.6,3,single,"2010: 46, 2011: 36.6, 2012: 37.7, 2013: 41.2, 2014: 36.3, 2015: 37.9, 2016: 37.6, 2017: 34.4, 2018: 34.4, 2019: 27.7, 2020: 28.7, 2021: 44.4, 2022: 38.8, 2023: 47.7",Yes,2016,3,-290988.520799998,6704714.203
1125,Avon School Barrack's Lane,2016,12,32.4,490,single,"2014: 29.1, 2015: 31.9, 2016: 32.4, 2017: 31, 2018: 26.8, 2019: 22.4, 2020: 18.6",No,2016,490,-298669.6888,6709499.9161
1126,Avonmouth Road Outside No 12,2016,12,38.6,489,single,"2014: 34.5, 2015: 36.9, 2016: 38.6, 2017: 37.7, 2018: 35.5, 2019: 28.6, 2020: 22.8",No,2016,489,-298747.640500002,6709433.2688
1127,Church Road,2016,12,33.7,6,single,"2010: 40.9, 2011: 35.2, 2012: 33.6, 2013: 33.5, 2014: 30.5, 2015: 31.3, 2016: 33.7, 2017: 32.3",No,2016,6,-284862.7447,6702775.9908
1128,lamppost sussex place,2015,10,43.1,407,single,"2010: 53.9, 2011: 56.5, 2012: 47.3, 2013: 47.1, 2014: 43.9, 2015: 43.1, 2016: 48.7, 2017: 44.6, 2018: 46.7, 2019: 37.3, 2020: 26.7, 2021: 30.2, 2022: 29.5, 2023: 24.8",Yes,2015,407,-287169.1943,6704295.5556
1129,St John's Lane No 26 lamppost 15 (just past roundabout),2015,12,43.6,417,single,"2010: 51.3, 2011: 45.6, 2012: 44.1, 2013: 42.1, 2014: 40.8, 2015: 43.6, 2016: 43.4, 2017: 35.2, 2018: 36, 2019: 31, 2020: 26.3, 2021: 27.9, 2022: 27, 2023: 22.7",Yes,2015,417,-287442.494800001,6699543.5428
1130,facade villiers road stapleton road junction,2015,12,50.4,429,single,"2010: 60.3, 2011: 57.8, 2012: 57.3, 2013: 60.6, 2014: 54.7, 2015: 50.4, 2016: 52.1, 2017: 47.8, 2018: 46.8, 2019: 41.2, 2020: 38.8, 2021: 36.4, 2022: 35.5, 2023: 38",Yes,2015,429,-286116.158599999,6703865.2085
1131,Shiners Garage,2015,12,37.9,436,single,"2010: 44.7, 2011: 40.9, 2012: 39.6, 2013: 40.1, 2014: 38.2, 2015: 37.9, 2016: 47.7, 2017: 45.8, 2018: 50.6, 2019: 42, 2020: 29.2, 2021: 31.2, 2022: 30.6, 2023: 24.4",Yes,2015,436,-285257.7601,6702676.5771
1132,On green fence surrounding Western Power substation (?) adjacent to No.1 Dorian Road,2015,5,21.7,495,single,"2015: 21.7, 2016: 25.8, 2017: 24.8",No,2015,495,-287970.146200001,6709062.4807
1133,385 Church Road Redfield,2015,11,39.3,496,single,"2014: 42, 2015: 39.3, 2016: 41.1, 2017: 41.1, 2018: 39.2, 2019: 33, 2020: 25, 2021: 25.9, 2022: 26.7, 2023: 22.9",Yes,2015,496,-283206.8928,6703120.9848
1134,St. Paul Street,2015,12,47.1,374,single,"2010: 56.2, 2011: 56.2, 2012: 46.8, 2013: 50.7, 2014: 51.8, 2015: 47.1, 2016: 47.2, 2017: 45.2, 2018: 47.8, 2019: 39.9, 2020: 29.9, 2021: 35, 2022: 33.7, 2023: 27.1",Yes,2015,374,-287672.081700001,6703046.3704
1135,Lamppost     Ashley Hill St. Pauls,2015,12,36.8,312,single,"2010: 46.8, 2011: 46.4, 2012: 43.7, 2013: 44.5, 2014: 36.7, 2015: 36.8, 2016: 41.6, 2017: 38.5, 2018: 38.5, 2019: 32.8, 2020: 26.2, 2021: 29.5, 2022: 29.8, 2023: 24.8",Yes,2015,312,-287167.508099999,6704690.8496
1136,Lamppost   16 Ashley Road St. Pauls,2015,10,63.3,295,single,"2010: 58.8, 2011: 60.7, 2012: 57.8, 2013: 57.2, 2014: 58.6, 2015: 63.3, 2016: 55.7, 2017: 65.1, 2018: 59.6, 2019: 48.1, 2020: 37.2, 2021: 44.5, 2022: 41, 2023: 34",Yes,2015,295,-287033.8891,6704208.2574
1137,Stapleton Road Heath Street,2015,12,51.3,261,single,"2010: 55.8, 2011: 48.2, 2012: 53, 2013: 55.8, 2014: 50.6, 2015: 51.3, 2016: 53.1, 2017: 52.4, 2018: 51, 2019: 41.5, 2020: 34.7, 2021: 39.1, 2022: 39.3, 2023: 32",Yes,2015,261,-285136.0777,6705418.5404
1138,Stapleton Road South,2015,12,45.6,260,single,"2010: 52.9, 2011: 52.8, 2012: 45.8, 2013: 46.5, 2014: 46.3, 2015: 45.6, 2016: 45.4, 2017: 42.6, 2018: 43.1, 2019: 36.2, 2020: 29.5, 2021: 33.2, 2022: 31.6, 2023: 26.5",Yes,2015,260,-285080.555500001,6705912.3053
1139,Hotwells Road,2015,12,37.2,154,single,"2010: 54.7, 2011: 40.9, 2012: 40.3, 2013: 44.3, 2014: 38.5, 2015: 37.2, 2016: 39.6, 2017: 38.5, 2018: 36.2, 2019: 30, 2020: 22.1, 2021: 25.4, 2022: 26.1, 2023: 17.8",Yes,2015,154,-290714.2513,6701235.1364
1140,Greville Smyth Park,2015,12,28.7,99,single,"2010: 32.7, 2011: 28.1, 2012: 30, 2013: 33.1, 2014: 27.2, 2015: 28.7, 2016: 31.6, 2017: 28.5",No,2015,99,-291506.836100001,6699853.7061
1141,Old Market,2015,12,45.3,23,single,"2010: 56.3, 2011: 52.3, 2012: 47.9, 2013: 50.6, 2014: 44.2, 2015: 45.3, 2016: 47.2, 2017: 46.7",No,2015,23,-287592.915100001,6702357.8244
1142,Anglesea Place,2015,11,20,17,single,"2010: 40.3, 2011: 21, 2012: 21.3, 2013: 25, 2014: 21.2, 2015: 20, 2016: 21.9, 2017: 19.7",No,2015,17,-291268.053800002,6704602.5773
1143,B.R.I.,2015,12,48,9,single,"2010: 65.4, 2011: 58, 2012: 52, 2013: 54, 2014: 49.3, 2015: 48, 2016: 48.8, 2017: 46.5, 2018: 44.7, 2019: 37.8, 2020: 31.7, 2021: 39.3, 2022: 36, 2023: 27.8",Yes,2015,9,-288920.5691,6702882.042
1144,20 Ashley Road,2015,10,41.8,497,single,"2014: 49.3, 2015: 41.8, 2016: 43.2, 2017: 42.4, 2018: 38, 2019: 29.1, 2020: 24.6, 2021: 27.1, 2022: 24.7, 2023: 24.8",Yes,2015,497,-288065.119600002,6703905.9727
1145,Great George Street lamppost,2015,12,37.7,370,single,"2010: 49.2, 2011: 43.7, 2012: 39.5, 2013: 39.4, 2014: 36.9, 2015: 37.7, 2016: 38.4, 2017: 37.5, 2018: 36.6, 2019: 30.1, 2021: 25, 2022: 31, 2023: 25.3",Yes,2015,370,-287244.854499999,6702918.0477
1146,Monitor     Bath Road Brislington,2015,36,31.3,320,single,"2010: 34.3, 2011: 33.1, 2012: 31.5, 2013: 31.1, 2014: 30.9, 2015: 31.3, 2016: 31.1, 2017: 30.7, 2018: 27.9, 2019: 23.5, 2020: 19.3, 2021: 20.8, 2022: 20.6, 2023: 17.7",Yes,2015,320,-284969.958900001,6699810.1672
1147,Facade   784 Muller Road Fishponds,2015,12,46.1,303,single,"2010: 55.4, 2011: 52.1, 2012: 48.5, 2013: 48.2, 2014: 43.5, 2015: 46.1, 2016: 46.2, 2017: 44, 2018: 43.8, 2019: 36.5, 2020: 29.2, 2021: 31.8, 2022: 31.2, 2023: 24.1",Yes,2015,303,-284712.723999999,6705600.1366
1148,Parson Street Bedminster Down Road,2015,8,61.7,242,single,"2010: 80.3, 2011: 75.5, 2012: 73.9, 2013: 75.1, 2014: 56.2, 2015: 61.7, 2016: 68.4, 2017: 56, 2018: 51.1, 2019: 41, 2020: 32.2, 2021: 34.5, 2022: 36.6, 2023: 29.8",Yes,2015,242,-290832.307999998,6697890.9376
1149,Savanna coffee drainpipe,2015,12,34,466,single,"2010: 41.1, 2011: 39.7, 2012: 39.6, 2013: 41.1, 2014: 38, 2015: 34, 2016: 35.8, 2017: 33.4, 2018: 33.2, 2019: 27.4, 2020: 20.8",No,2015,466,-290918.996300001,6699850.6454
1150,Strada Exeter Road,2015,12,31.6,467,single,"2010: 40.7, 2011: 33.4, 2012: 35.1, 2013: 34.8, 2014: 33, 2015: 31.6, 2016: 33.7, 2017: 30.7",No,2015,467,-290754.514400002,6699715.5392
1151,cycle sign lamppost,2015,12,31.5,479,single,"2010: 34.8, 2011: 32.6, 2012: 33.4, 2013: 33, 2014: 32.2, 2015: 31.5, 2016: 30.3, 2017: 30.1",No,2015,479,-283776.019200001,6698012.7976
1152,Avonmouth Road - Telegraph Pole Opposite Hse No 4,2015,11,35.5,485,single,"2012: 41.2, 2013: 35.7, 2014: 35, 2015: 35.5, 2016: 36.4, 2017: 34",No,2015,485,-298715.166700002,6709390.1649
1153,Bishop Road,2015,9,43.7,161,single,"2010: 52.9, 2011: 47.4, 2012: 41.6, 2013: 41.8, 2014: 41.3, 2015: 43.7, 2016: 41.7, 2017: 38.8, 2018: 38, 2019: 31.7, 2020: 25.3, 2021: 27.4, 2022: 26, 2023: 25.6",Yes,2015,161,-288271.7117,6706476.9617
1154,Eastville Park,2015,12,17.9,81,single,"2010: 22.7, 2011: 19.2, 2012: 21, 2013: 18.2, 2014: 17.5, 2015: 17.9, 2016: 17, 2017: 18.8",No,2015,81,-284251.871800002,6705912.1702
1155,Bedminster Parade,2015,12,50.9,5,single,"2010: 66.6, 2011: 57.2, 2012: 54.6, 2013: 58.7, 2014: 47.6, 2015: 50.9, 2016: 51.3, 2017: 45.8, 2018: 45.8, 2019: 39.9, 2020: 31.6, 2021: 41, 2022: 37.9, 2023: 33.5",Yes,2015,5,-288906.870700002,6699998.999
1156,Avon School Barrack's Lane,2015,12,31.9,490,single,"2014: 29.1, 2015: 31.9, 2016: 32.4, 2017: 31, 2018: 26.8, 2019: 22.4, 2020: 18.6",No,2015,490,-298669.6888,6709499.9161
1157,Parson Street School,2015,36,41,439,single,"2010: 41.9, 2011: 40.9, 2012: 40.9, 2013: 44.7, 2014: 42, 2015: 41, 2016: 43.6, 2017: 37.7, 2018: 37.7, 2019: 31.7, 2020: 25.4, 2021: 28.6, 2022: 27.2, 2023: 24",Yes,2015,439,-289982.853700001,6698188.6291
1158,A37 Junction w/ Airport Road,2015,36,43.1,438,single,"2010: 48, 2011: 47.7, 2012: 43.4, 2013: 43.5, 2014: 44, 2015: 43.1, 2016: 43.4, 2017: 43.2, 2018: 36.6, 2019: 31.8, 2020: 27.1, 2021: 29, 2022: 29.4, 2023: 25",Yes,2015,438,-285394.4734,6697329.4279
1159,Give Way sign  Chesterfield Rd \ Ashley Down Road St. Andrews,2015,12,44,311,single,"2010: 49.2, 2011: 45.3, 2012: 46.7, 2013: 49.5, 2014: 43.3, 2015: 44, 2016: 46.2, 2017: 46.4",No,2015,311,-287421.533,6705397.468
1160,Facade Haart Estate Agents 755 Fishponds Road Fishponds,2015,12,45.9,300,single,"2010: 47, 2011: 52.8, 2012: 49.9, 2013: 48.5, 2014: 42.4, 2015: 45.9, 2016: 48.1, 2017: 45.9, 2018: 41.1, 2019: 35.1, 2020: 28.9, 2021: 28.7, 2022: 27.5, 2023: 21.2",Yes,2015,300,-281520.386100002,6706769.7061
1161,Jacobs Wells road opp Clifton hill,2015,12,38.9,156,single,"2010: 56.1, 2011: 49.1, 2012: 45.8, 2013: 44.2, 2014: 38, 2015: 38.9, 2016: 41.2, 2017: 39.3, 2018: 36.2, 2019: 30.5, 2020: 20.7, 2021: 24.9, 2022: 25.9, 2023: 19.1",Yes,2015,156,-290548.391399998,6702095.8867
1162,Victoria Street,2015,12,47.5,113,single,"2010: 53.9, 2011: 55.2, 2012: 51.8, 2013: 48.4, 2014: 48.8, 2015: 47.5, 2016: 45.5, 2017: 49.9, 2018: 40.5, 2019: 37.4, 2020: 29.9, 2021: 27.8, 2022: 32, 2023: 29.4",Yes,2015,113,-288062.701000001,6701599.0713
1163,Third Way,2015,12,35.9,16,single,"2010: 35.1, 2011: 35.8, 2012: 36.4, 2013: 33.3, 2014: 34.6, 2015: 35.9, 2016: 35.7, 2017: 35.2, 2018: 32.6, 2019: 28.7, 2020: 23.2, 2021: 24.9, 2022: 25.8, 2023: 21.5",Yes,2015,16,-299320.210200001,6711146.7106
1164,Horsefair,2015,11,50.8,15,single,"2010: 54.7, 2011: 50.9, 2012: 49.5, 2013: 53.6, 2014: 48.6, 2015: 50.8, 2016: 51.2, 2017: 49.4, 2018: 47.5, 2019: 42.2, 2020: 28.2, 2021: 31.5, 2022: 31.3, 2023: 26.4",Yes,2015,15,-288015.146299999,6702866.89500001
1165,Whitefriars,2015,12,51.4,11,single,"2010: 60.8, 2011: 56.1, 2012: 53.2, 2013: 56.3, 2014: 48.8, 2015: 51.4, 2016: 51.7, 2017: 49.2, 2018: 48.1, 2019: 41.1, 2020: 31.1, 2021: 35, 2022: 35.3, 2023: 29.6",Yes,2015,11,-288783.9428,6702630.9371
1166,Bath Road,2015,12,49.3,10,single,"2010: 68.2, 2011: 62.3, 2012: 58.4, 2013: 61.5, 2014: 50.1, 2015: 49.3, 2016: 54.5, 2017: 51.6, 2018: 51.5, 2019: 42.2, 2020: 33.6, 2021: 36.8, 2022: 35.9, 2023: 30.7",Yes,2015,10,-284909.002900001,6699589.0257
1167,Blackboy Hill,2015,12,37.9,3,single,"2010: 46, 2011: 36.6, 2012: 37.7, 2013: 41.2, 2014: 36.3, 2015: 37.9, 2016: 37.6, 2017: 34.4, 2018: 34.4, 2019: 27.7, 2020: 28.7, 2021: 44.4, 2022: 38.8, 2023: 47.7",Yes,2015,3,-290988.520799998,6704714.203
1168,Ferndown Close,2015,12,16.4,13,single,"2010: 31.1, 2011: 19.4, 2012: 18.1, 2013: 18.8, 2014: 16.3, 2015: 16.4, 2016: 18.5, 2017: 20.1",No,2015,13,-295764.818700001,6709235.619
1169,Gloucester Road,2015,12,51.6,21,single,"2010: 50.1, 2011: 44.5, 2012: 43.1, 2013: 52, 2014: 50.4, 2015: 51.6, 2016: 50.2, 2017: 49.3, 2018: 46.4, 2019: 38.3, 2020: 33.4, 2021: 34.9, 2022: 34, 2023: 30.9",Yes,2015,21,-288453.715399999,6705789.2878
1170,Jacobs Wells Road South,2015,10,39.9,155,single,"2010: 47.4, 2011: 52.4, 2012: 46.9, 2013: 48.5, 2014: 38.8, 2015: 39.9, 2016: 43.1, 2017: 37.9, 2018: 40.1, 2019: 31.1, 2020: 22.9, 2021: 25.5, 2022: 24.2, 2023: 17.5",Yes,2015,155,-290337.662900001,6701607.7196
1171,Strathmore Road,2015,12,37,163,single,"2010: 44.8, 2011: 38.3, 2012: 38.8, 2013: 43, 2014: 39.1, 2015: 37, 2016: 39.7, 2017: 38, 2018: 36.6, 2019: 30.8, 2020: 24.5, 2021: 27.4, 2022: 27.2, 2023: 27.2",Yes,2015,163,-287828.855099998,6707832.24009999
1172,top of Brislington Hill,2015,12,52.9,175,single,"2010: 57.9, 2011: 56.3, 2012: 54.7, 2013: 55.3, 2014: 51.7, 2015: 52.9, 2016: 56.5, 2017: 54, 2018: 54.9, 2019: 44.6, 2020: 36.4, 2021: 41.4, 2022: 38.7, 2023: 30.4",Yes,2015,175,-283408.7324,6698148.8049
1173,Facade   258 Fishponds Road Fishponds,2015,12,50.8,325,single,"2010: 51.8, 2011: 53, 2012: 49.8, 2013: 45.8, 2014: 49.7, 2015: 50.8, 2016: 50.5, 2017: 49.2, 2018: 48.1, 2019: 39.4, 2020: 34.1, 2021: 37.3, 2022: 32.6, 2023: 29.4",Yes,2015,325,-284232.696400002,6705496.1001
1174,Wells Rd bus lane sign just below junction with Knowle Rd,2015,12,39.3,413,single,"2010: 52.2, 2011: 47.1, 2012: 41.4, 2013: 43.7, 2014: 38.4, 2015: 39.3, 2016: 40, 2017: 38.7, 2018: 37.6, 2019: 31.2, 2020: 25.5, 2021: 27.4, 2022: 27.2, 2023: 23.5",Yes,2015,413,-286790.2399,6699701.2646
1175,Parson St lamppost outside Bristol Scuba,2015,11,53.6,419,single,"2010: 63.2, 2011: 54.7, 2012: 54.1, 2013: 53.6, 2014: 56.6, 2015: 53.6, 2016: 55.8, 2017: 51.3, 2018: 45, 2019: 39, 2020: 31.4, 2021: 34.3, 2022: 33.6, 2023: 29.4",Yes,2015,419,-290320.503899999,6698352.7908
1176,Millpond School play area,2015,10,30.4,462,single,"2010: 35.8, 2011: 32.6, 2012: 31.7, 2013: 32.9, 2014: 29.2, 2015: 30.4, 2016: 30.8, 2017: 34.6",No,2015,462,-286278.3464,6704320.2538
1177,Victoria Park Primary,2015,12,38.7,470,single,"2010: 43.3, 2011: 39.4, 2012: 39.6, 2013: 37.8, 2014: 35, 2015: 38.7, 2016: 39.4, 2017: 35.9, 2018: 37.9, 2019: 29.4, 2020: 25.1, 2021: 26.8, 2022: 28.3, 2023: 24.2",Yes,2015,470,-288113.070799999,6698870.223
1178,T shirt Shop W. Town Lane,2015,12,36.3,478,single,"2010: 42.9, 2011: 38.2, 2012: 36.4, 2013: 39.9, 2014: 35.8, 2015: 36.3, 2016: 36.7, 2017: 35.4, 2018: 36.5, 2019: 28.8, 2020: 23.5",No,2015,478,-283497.466600001,6698022.909
1179,On 1 way sign at bottom of Wellington Hill,2015,6,37.6,492,single,"2015: 37.6, 2016: 40.3, 2017: 36.8, 2018: 34.8, 2019: 31.3, 2020: 25.2, 2021: 26.4, 2022: 27.5, 2023: 25.6",Yes,2015,492,-287813.501499999,6707917.5566
1180,Stokes Croft  Ashley Road,2015,12,53.3,157,single,"2010: 64.9, 2011: 61.8, 2012: 55.9, 2013: 56, 2014: 51.4, 2015: 53.3, 2016: 52.8, 2017: 48.6, 2018: 45.4, 2019: 43.1, 2020: 35.7, 2021: 40.3, 2022: 35, 2023: 35.2",Yes,2015,157,-288303.3325,6703836.5663
1181,St. Pauls Day Nursery,2015,36,26.5,455,single,"2010: 34.8, 2011: 30, 2012: 29.5, 2013: 30.1, 2014: 27.3, 2015: 26.5, 2016: 27.9, 2017: 26, 2018: 24.4, 2019: 20.8, 2020: 15.9, 2021: 16.4, 2022: 16.7, 2023: 14.3",Yes,2015,455,-287711.5297,6703574.6253
